"id";"c_square";"x";"y";"AREA";"depth";"strata";"year";"month";"yday";"ctime";"swept";"pred"
13902;"1401:215:392:1";15.225;41.925;18;5.8;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.9116181811951
14118;"1401:215:392:2";15.275;41.925;18;3.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.98927362979996
14334;"1401:215:393:1";15.325;41.925;18;9.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.07318962865144
14550;"1401:215:393:2";15.375;41.925;18;12.45;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.16390949669989
14766;"1401:215:394:1";15.425;41.925;18;12.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.26196942294222
14982;"1401:215:394:2";15.475;41.925;18;12.4;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.36785527540337
15197;"1401:215:495:3";15.525;41.975;18;20.7;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.65718016146294
15198;"1401:215:495:1";15.525;41.925;18;10.7;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.4819283971001
15413;"1401:215:495:4";15.575;41.975;18;19.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.76313092446447
15414;"1401:215:495:2";15.575;41.925;18;6.05;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.60430030035748
15629;"1401:215:496:3";15.625;41.975;18;18.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.87100893306084
15845;"1401:215:496:4";15.675;41.975;18;17.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.97780918878093
15846;"1401:215:496:2";15.675;41.925;18;4.9;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.87173904108643
16061;"1401:215:497:3";15.725;41.975;18;17.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.07865655510406
16062;"1401:215:497:1";15.725;41.925;18;8.6;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.01310110012321
16277;"1401:215:497:4";15.775;41.975;18;17.2;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.16586308251093
16278;"1401:215:497:2";15.775;41.925;18;6.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.15380966026309
16493;"1401:215:498:3";15.825;41.975;18;17.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.22760572880117
16494;"1401:215:498:1";15.825;41.925;18;2.7;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.28504134807937
16708;"1401:225:208:2";15.875;42.025;18;45.65;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.03612672444645
16709;"1401:215:498:4";15.875;41.975;18;17.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.24622831002807
16924;"1401:225:209:1";15.925;42.025;18;54.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.90003783949737
16925;"1401:215:499:3";15.925;41.975;18;17.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.19647346263067
16933;"1401:215:459:3";15.925;41.575;18;9;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.07227781561573
16934;"1401:215:459:1";15.925;41.525;18;5.3;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.21607228264108
17140;"1401:225:209:2";15.975;42.025;18;58.6;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.66416566518953
17141;"1401:215:499:4";15.975;41.975;18;17.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.04472094084901
17148;"1401:215:469:2";15.975;41.625;18;10;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.08795260795935
17149;"1401:215:459:4";15.975;41.575;18;12.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.97734409409169
17150;"1401:215:459:2";15.975;41.525;18;11.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.02222601907591
17151;"1401:215:249:4";15.975;41.475;18;10.9;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.25702413543958
17356;"1401:226:100:1";16.025;42.025;18;64.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.30547808232448
17357;"1401:216:390:3";16.025;41.975;18;19.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.75176037531185
17364;"1401:216:360:1";16.025;41.625;18;11.3;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.11184781177654
17365;"1401:216:350:3";16.025;41.575;18;14.2;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.7979348133518
17366;"1401:216:350:1";16.025;41.525;18;15.05;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.74931916334816
17367;"1401:216:140:3";16.025;41.475;18;13.45;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.9627445220898
17572;"1401:226:100:2";16.075;42.025;18;66.85;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.81053248545635
17573;"1401:216:390:4";16.075;41.975;18;21.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.28306212810665
17579;"1401:216:360:4";16.075;41.675;18;10.45;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.86778167179463
17580;"1401:216:360:2";16.075;41.625;18;13.05;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.01358883856176
17581;"1401:216:350:4";16.075;41.575;18;14.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.47627672908699
17582;"1401:216:350:2";16.075;41.525;18;15.6;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.37569045442712
17583;"1401:216:140:4";16.075;41.475;18;14.45;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.61043490846797
17584;"1401:216:140:2";16.075;41.425;18;9.4;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.07264331898646
17788;"1401:226:101:1";16.125;42.025;18;65.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.18619125034843
17789;"1401:216:391:3";16.125;41.975;18;23.25;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.62850207285154
17790;"1401:216:391:1";16.125;41.925;18;7.3;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.17075596546114
17794;"1401:216:371:1";16.125;41.725;18;9.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;10.1362021941309
17795;"1401:216:361:3";16.125;41.675;18;12.1;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;8.08211606257066
17796;"1401:216:361:1";16.125;41.625;18;14.15;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.61063496506108
17797;"1401:216:351:3";16.125;41.575;18;15.1;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.9463140324116
17798;"1401:216:351:1";16.125;41.525;18;16.4;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.8977916389571
17799;"1401:216:141:3";16.125;41.475;18;16.2;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.21510776736462
17800;"1401:216:141:1";16.125;41.425;18;12.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.74813140624042
18003;"1401:226:101:4";16.175;42.075;18;106.2;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.17017786477716
18004;"1401:226:101:2";16.175;42.025;18;56.8;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.46674789421912
18005;"1401:216:391:4";16.175;41.975;18;33.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.8231301325812
18006;"1401:216:391:2";16.175;41.925;18;17.8;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.26091441334218
18010;"1401:216:371:2";16.175;41.725;18;12.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;9.48502416805009
18011;"1401:216:361:4";16.175;41.675;18;13.25;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;7.11536147091911
18012;"1401:216:361:2";16.175;41.625;18;14.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.69819836851859
18013;"1401:216:351:4";16.175;41.575;18;16.95;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.20792626594523
18014;"1401:216:351:2";16.175;41.525;18;18.4;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.36008800925083
18015;"1401:216:141:4";16.175;41.475;18;19.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.8134217551943
18016;"1401:216:141:2";16.175;41.425;18;17.05;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.43239290573598
18017;"1401:216:131:4";16.175;41.375;18;8.65;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.16474185858298
18219;"1401:226:102:3";16.225;42.075;18;109.3;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.50025510121917
18220;"1401:226:102:1";16.225;42.025;18;55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.7095008654197
18221;"1401:216:392:3";16.225;41.975;18;47.55;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.94818540727533
18222;"1401:216:392:1";16.225;41.925;18;24.5;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.22238648498013
18223;"1401:216:382:3";16.225;41.875;18;17.25;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.5411644599927
18224;"1401:216:382:1";16.225;41.825;18;14.45;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.90881799456821
18225;"1401:216:372:3";16.225;41.775;18;14.7;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.25669406966537
18226;"1401:216:372:1";16.225;41.725;18;15.35;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;6.16089097461988
18227;"1401:216:362:3";16.225;41.675;18;16.05;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;5.03893807358955
18228;"1401:216:362:1";16.225;41.625;18;17.75;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.57845596698283
18229;"1401:216:352:3";16.225;41.575;18;19.65;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;2.44288425032952
18230;"1401:216:352:1";16.225;41.525;18;21.8;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.87351394104837
18231;"1401:216:142:3";16.225;41.475;18;21.85;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.45280363038151
18232;"1401:216:142:1";16.225;41.425;18;20.6;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;1.14742793982449
18233;"1401:216:132:3";16.225;41.375;18;12.2;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;0.934197114965222
18435;"1401:226:102:4";16.275;42.075;18;109.9;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.85323313950527
18436;"1401:226:102:2";16.275;42.025;18;74.85;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;3.97760998763258
18437;"1401:216:392:4";16.275;41.975;18;54.1;"0_200";2013;7;0.498630136986301;2013.49863013699;0.05196;4.10134481256315
