id;c_square;x;y;gsa;depth;strata
16057;1401:225:217:3;15.725;42.175;17;100.45;0_200
16058;1401:225:217:1;15.725;42.125;17;93.5;0_200
16059;1401:225:207:3;15.725;42.075;17;80.5;0_200
16060;1401:225:207:1;15.725;42.025;17;42.55;0_200
16061;1401:215:497:3;15.725;41.975;18;17.35;0_200
16062;1401:215:497:1;15.725;41.925;18;8.6;0_200
16142;1301:475:497:1;15.725;37.925;19;189.39999;0_200
16188;1301:455:467:1;15.725;35.625;19;671.42999;200_800
16189;1301:455:457:3;15.725;35.575;19;533.75;200_800
16190;1301:455:457:1;15.725;35.525;19;605.20001;200_800
16191;1301:455:247:3;15.725;35.475;19;567.28003;200_800
16192;1301:455:247:1;15.725;35.425;19;375.81;200_800
16193;1301:455:237:3;15.725;35.375;19;389.35001;200_800
16194;1301:455:237:1;15.725;35.325;19;385.04001;200_800
16195;1301:455:227:3;15.725;35.275;19;361.81;200_800
16196;1301:455:227:1;15.725;35.225;19;380.25;200_800
16197;1301:455:217:3;15.725;35.175;19;477.76999;200_800
16198;1301:455:217:1;15.725;35.125;19;621.33002;200_800
16199;1301:455:207:3;15.725;35.075;19;369.97;200_800
16200;1301:455:207:1;15.725;35.025;19;317.67001;200_800
16242;1401:235:477:2;15.775;43.725;17;48.11;0_200
16243;1401:235:467:4;15.775;43.675;17;68.13;0_200
16244;1401:235:467:2;15.775;43.625;17;89.24;0_200
16245;1401:235:457:4;15.775;43.575;17;132.32001;0_200
16246;1401:235:457:2;15.775;43.525;17;165.37;0_200
16247;1401:235:247:4;15.775;43.475;17;159.41;0_200
16248;1401:235:247:2;15.775;43.425;17;161.61;0_200
16249;1401:235:237:4;15.775;43.375;17;153.13;0_200
16250;1401:235:237:2;15.775;43.325;17;150.22;0_200
16251;1401:235:227:4;15.775;43.275;17;140;0_200
16252;1401:235:227:2;15.775;43.225;17;138.59;0_200
16253;1401:235:217:4;15.775;43.175;17;129.69;0_200
16254;1401:235:217:2;15.775;43.125;17;124.06;0_200
16255;1401:235:207:4;15.775;43.075;17;125.72;0_200
16256;1401:235:207:2;15.775;43.025;17;24.04;0_200
16257;1401:225:497:4;15.775;42.975;17;112.15;0_200
16258;1401:225:497:2;15.775;42.925;17;133.61;0_200
16259;1401:225:487:4;15.775;42.875;17;150.89999;0_200
16260;1401:225:487:2;15.775;42.825;17;162.00999;0_200
16261;1401:225:477:4;15.775;42.775;17;174.75;0_200
16262;1401:225:477:2;15.775;42.725;17;162.25;0_200
16263;1401:225:467:4;15.775;42.675;17;151.39999;0_200
16264;1401:225:467:2;15.775;42.625;17;136.3;0_200
16265;1401:225:457:4;15.775;42.575;17;128.5;0_200
16266;1401:225:457:2;15.775;42.525;17;130.45;0_200
16267;1401:225:247:4;15.775;42.475;17;133.39999;0_200
16268;1401:225:247:2;15.775;42.425;17;134.45;0_200
16269;1401:225:237:4;15.775;42.375;17;133.60001;0_200
16270;1401:225:237:2;15.775;42.325;17;123.8;0_200
16271;1401:225:227:4;15.775;42.275;17;114.15;0_200
16272;1401:225:227:2;15.775;42.225;17;105.05;0_200
16273;1401:225:217:4;15.775;42.175;17;103.2;0_200
16274;1401:225:217:2;15.775;42.125;17;95.45;0_200
16275;1401:225:207:4;15.775;42.075;17;82.7;0_200
16276;1401:225:207:2;15.775;42.025;17;43.35;0_200
16277;1401:215:497:4;15.775;41.975;18;17.2;0_200
16278;1401:215:497:2;15.775;41.925;18;6.5;0_200
16359;1301:475:487:4;15.775;37.875;19;759.79999;200_800
16405;1301:455:457:4;15.775;35.575;19;572.60999;200_800
16407;1301:455:247:4;15.775;35.475;19;753.78998;200_800
16408;1301:455:247:2;15.775;35.425;19;375.32999;200_800
16409;1301:455:237:4;15.775;35.375;19;384.97;200_800
16410;1301:455:237:2;15.775;35.325;19;402.5;200_800
16411;1301:455:227:4;15.775;35.275;19;382.73001;200_800
16412;1301:455:227:2;15.775;35.225;19;374.20001;200_800
16413;1301:455:217:4;15.775;35.175;19;436.35001;200_800
16414;1301:455:217:2;15.775;35.125;19;644.12;200_800
16415;1301:455:207:4;15.775;35.075;19;462.70999;200_800
16416;1301:455:207:2;15.775;35.025;19;401.54001;200_800
16458;1401:235:478:1;15.825;43.725;17;13.08;0_200
16459;1401:235:468:3;15.825;43.675;17;45.94;0_200
16460;1401:235:468:1;15.825;43.625;17;83.22;0_200
16461;1401:235:458:3;15.825;43.575;17;67.51;0_200
16462;1401:235:458:1;15.825;43.525;17;150;0_200
16463;1401:235:248:3;15.825;43.475;17;158.71001;0_200
16464;1401:235:248:1;15.825;43.425;17;144.48;0_200
16465;1401:235:238:3;15.825;43.375;17;152.42999;0_200
16466;1401:235:238:1;15.825;43.325;17;147.08;0_200
16467;1401:235:228:3;15.825;43.275;17;135.00999;0_200
16468;1401:235:228:1;15.825;43.225;17;136.64999;0_200
16469;1401:235:218:3;15.825;43.175;17;126.96;0_200
16470;1401:235:218:1;15.825;43.125;17;121.82;0_200
16471;1401:235:208:3;15.825;43.075;17;122.08;0_200
16472;1401:235:208:1;15.825;43.025;17;66.63;0_200
16473;1401:225:498:3;15.825;42.975;17;108;0_200
16474;1401:225:498:1;15.825;42.925;17;122;0_200
16475;1401:225:488:3;15.825;42.875;17;156.64999;0_200
16476;1401:225:488:1;15.825;42.825;17;152.64;0_200
16477;1401:225:478:3;15.825;42.775;17;169.53999;0_200
16478;1401:225:478:1;15.825;42.725;17;165.39999;0_200
16479;1401:225:468:3;15.825;42.675;17;156.5;0_200
16480;1401:225:468:1;15.825;42.625;17;138.25;0_200
16481;1401:225:458:3;15.825;42.575;17;133.35001;0_200
16482;1401:225:458:1;15.825;42.525;17;131.39999;0_200
16483;1401:225:248:3;15.825;42.475;17;125.1;0_200
16484;1401:225:248:1;15.825;42.425;17;133.64999;0_200
16485;1401:225:238:3;15.825;42.375;17;131.5;0_200
16486;1401:225:238:1;15.825;42.325;17;123.45;0_200
16487;1401:225:228:3;15.825;42.275;17;114.4;0_200
16488;1401:225:228:1;15.825;42.225;17;109;0_200
16489;1401:225:218:3;15.825;42.175;17;105;0_200
16490;1401:225:218:1;15.825;42.125;17;97.5;0_200
16491;1401:225:208:3;15.825;42.075;17;84.3;0_200
16492;1401:225:208:1;15.825;42.025;17;42.8;0_200
16493;1401:215:498:3;15.825;41.975;18;17.5;0_200
16494;1401:215:498:1;15.825;41.925;18;2.7;0_200
16575;1301:475:488:3;15.825;37.875;19;646;200_800
16622;1301:455:458:1;15.825;35.525;19;795.27002;200_800
16623;1301:455:248:3;15.825;35.475;19;589.90997;200_800
16624;1301:455:248:1;15.825;35.425;19;430.29001;200_800
16625;1301:455:238:3;15.825;35.375;19;398.72;200_800
16626;1301:455:238:1;15.825;35.325;19;414.70999;200_800
16627;1301:455:228:3;15.825;35.275;19;393.03;200_800
16628;1301:455:228:1;15.825;35.225;19;390.38;200_800
16629;1301:455:218:3;15.825;35.175;19;419.95999;200_800
16630;1301:455:218:1;15.825;35.125;19;518.26001;200_800
16631;1301:455:208:3;15.825;35.075;19;491.39001;200_800
16632;1301:455:208:1;15.825;35.025;19;451.44;200_800
16675;1401:235:468:4;15.875;43.675;17;48.92;0_200
16676;1401:235:468:2;15.875;43.625;17;70.21;0_200
16677;1401:235:458:4;15.875;43.575;17;16.03;0_200
16678;1401:235:458:2;15.875;43.525;17;118.2;0_200
16679;1401:235:248:4;15.875;43.475;17;149.60001;0_200
16680;1401:235:248:2;15.875;43.425;17;142.02;0_200
16681;1401:235:238:4;15.875;43.375;17;136.77;0_200
16682;1401:235:238:2;15.875;43.325;17;134.53;0_200
16683;1401:235:228:4;15.875;43.275;17;133.09;0_200
16684;1401:235:228:2;15.875;43.225;17;130.52;0_200
16685;1401:235:218:4;15.875;43.175;17;123.97;0_200
16686;1401:235:218:2;15.875;43.125;17;121.69;0_200
16687;1401:235:208:4;15.875;43.075;17;109.86;0_200
16688;1401:235:208:2;15.875;43.025;17;95.11;0_200
16689;1401:225:498:4;15.875;42.975;17;96.63;0_200
16690;1401:225:498:2;15.875;42.925;17;110;0_200
16691;1401:225:488:4;15.875;42.875;17;121;0_200
16692;1401:225:488:2;15.875;42.825;17;125.71;0_200
16693;1401:225:478:4;15.875;42.775;17;172.36;0_200
16694;1401:225:478:2;15.875;42.725;17;168.60001;0_200
16695;1401:225:468:4;15.875;42.675;17;160.35001;0_200
16696;1401:225:468:2;15.875;42.625;17;135.60001;0_200
16697;1401:225:458:4;15.875;42.575;17;133.55;0_200
16698;1401:225:458:2;15.875;42.525;17;131.55;0_200
16699;1401:225:248:4;15.875;42.475;17;130.14999;0_200
16700;1401:225:248:2;15.875;42.425;17;130.14999;0_200
16701;1401:225:238:4;15.875;42.375;17;130;0_200
16702;1401:225:238:2;15.875;42.325;17;126.3;0_200
16703;1401:225:228:4;15.875;42.275;17;117.3;0_200
16704;1401:225:228:2;15.875;42.225;17;113.15;0_200
16705;1401:225:218:4;15.875;42.175;17;107.25;0_200
16706;1401:225:218:2;15.875;42.125;17;100.3;0_200
16707;1401:225:208:4;15.875;42.075;17;87.05;0_200
16708;1401:225:208:2;15.875;42.025;18;45.65;0_200
16709;1401:215:498:4;15.875;41.975;18;17.95;0_200
16839;1301:455:248:4;15.875;35.475;19;610.60999;200_800
16840;1301:455:248:2;15.875;35.425;19;449.35001;200_800
16841;1301:455:238:4;15.875;35.375;19;421.59;200_800
16842;1301:455:238:2;15.875;35.325;19;440.53;200_800
16843;1301:455:228:4;15.875;35.275;19;439.59;200_800
16844;1301:455:228:2;15.875;35.225;19;449.79999;200_800
16845;1301:455:218:4;15.875;35.175;19;447.32001;200_800
16846;1301:455:218:2;15.875;35.125;19;479.98999;200_800
16847;1301:455:208:4;15.875;35.075;19;479.39999;200_800
16848;1301:455:208:2;15.875;35.025;19;471.64999;200_800
16894;1401:235:459:1;15.925;43.525;17;87.15;0_200
16895;1401:235:249:3;15.925;43.475;17;126.52;0_200
16896;1401:235:249:1;15.925;43.425;17;137.99001;0_200
16897;1401:235:239:3;15.925;43.375;17;134.96001;0_200
16898;1401:235:239:1;15.925;43.325;17;129.84;0_200
16899;1401:235:229:3;15.925;43.275;17;127.03;0_200
16900;1401:235:229:1;15.925;43.225;17;128.87;0_200
16901;1401:235:219:3;15.925;43.175;17;120.63;0_200
16902;1401:235:219:1;15.925;43.125;17;117.04;0_200
16903;1401:235:209:3;15.925;43.075;17;106.99;0_200
16904;1401:235:209:1;15.925;43.025;17;107.24;0_200
16905;1401:225:499:3;15.925;42.975;17;92.03;0_200
16906;1401:225:499:1;15.925;42.925;17;69.23;0_200
16907;1401:225:489:3;15.925;42.875;17;138.3;0_200
16908;1401:225:489:1;15.925;42.825;17;94.35;0_200
16909;1401:225:479:3;15.925;42.775;17;162.53;0_200
16910;1401:225:479:1;15.925;42.725;17;172;0_200
16911;1401:225:469:3;15.925;42.675;17;148.10001;0_200
16912;1401:225:469:1;15.925;42.625;17;128.60001;0_200
16913;1401:225:459:3;15.925;42.575;17;130.45;0_200
16914;1401:225:459:1;15.925;42.525;17;130.75;0_200
16915;1401:225:249:3;15.925;42.475;17;130.55;0_200
16916;1401:225:249:1;15.925;42.425;17;129.25;0_200
16917;1401:225:239:3;15.925;42.375;17;126.6;0_200
16918;1401:225:239:1;15.925;42.325;17;128.64999;0_200
16919;1401:225:229:3;15.925;42.275;17;120.8;0_200
16920;1401:225:229:1;15.925;42.225;17;116.2;0_200
16921;1401:225:219:3;15.925;42.175;17;110.45;0_200
16922;1401:225:219:1;15.925;42.125;17;102.8;0_200
16923;1401:225:209:3;15.925;42.075;17;89.5;0_200
16924;1401:225:209:1;15.925;42.025;18;54.95;0_200
16925;1401:215:499:3;15.925;41.975;18;17.95;0_200
16933;1401:215:459:3;15.925;41.575;18;9;0_200
16934;1401:215:459:1;15.925;41.525;18;5.3;0_200
17006;1301:475:499:1;15.925;37.925;19;53.91;0_200
17007;1301:475:489:3;15.925;37.875;19;671.59998;200_800
17057;1301:455:239:3;15.925;35.375;19;658.69;200_800
17058;1301:455:239:1;15.925;35.325;19;490.81;200_800
17059;1301:455:229:3;15.925;35.275;19;525.70001;200_800
17060;1301:455:229:1;15.925;35.225;19;512.56;200_800
17061;1301:455:219:3;15.925;35.175;19;480.54999;200_800
17062;1301:455:219:1;15.925;35.125;19;492.87;200_800
17063;1301:455:209:3;15.925;35.075;19;521.88;200_800
17064;1301:455:209:1;15.925;35.025;19;509.60999;200_800
17111;1401:235:249:4;15.975;43.475;17;91.89;0_200
17112;1401:235:249:2;15.975;43.425;17;123.66;0_200
17113;1401:235:239:4;15.975;43.375;17;123.75;0_200
17114;1401:235:239:2;15.975;43.325;17;119.53;0_200
17115;1401:235:229:4;15.975;43.275;17;118.51;0_200
17116;1401:235:229:2;15.975;43.225;17;121.86;0_200
17117;1401:235:219:4;15.975;43.175;17;114.9;0_200
17118;1401:235:219:2;15.975;43.125;17;111.57;0_200
17119;1401:235:209:4;15.975;43.075;17;111.1;0_200
17120;1401:235:209:2;15.975;43.025;17;98.56;0_200
17121;1401:225:499:4;15.975;42.975;17;110.21;0_200
17122;1401:225:499:2;15.975;42.925;17;92.91;0_200
17123;1401:225:489:4;15.975;42.875;17;165.25;0_200
17124;1401:225:489:2;15.975;42.825;17;155.67;0_200
17125;1401:225:479:4;15.975;42.775;17;155.34;0_200
17126;1401:225:479:2;15.975;42.725;17;169.07001;0_200
17127;1401:225:469:4;15.975;42.675;17;177.8;0_200
17128;1401:225:469:2;15.975;42.625;17;157;0_200
17129;1401:225:459:4;15.975;42.575;17;125.35;0_200
17130;1401:225:459:2;15.975;42.525;17;130;0_200
17131;1401:225:249:4;15.975;42.475;17;130.89999;0_200
17132;1401:225:249:2;15.975;42.425;17;129.25;0_200
17133;1401:225:239:4;15.975;42.375;17;130.2;0_200
17134;1401:225:239:2;15.975;42.325;17;130.75;0_200
17135;1401:225:229:4;15.975;42.275;17;126.25;0_200
17136;1401:225:229:2;15.975;42.225;17;117.8;0_200
17137;1401:225:219:4;15.975;42.175;17;113.3;0_200
17138;1401:225:219:2;15.975;42.125;17;105.5;0_200
17139;1401:225:209:4;15.975;42.075;17;92.5;0_200
17140;1401:225:209:2;15.975;42.025;18;58.6;0_200
17141;1401:215:499:4;15.975;41.975;18;17.95;0_200
17148;1401:215:469:2;15.975;41.625;18;10;0_200
17149;1401:215:459:4;15.975;41.575;18;12.55;0_200
17150;1401:215:459:2;15.975;41.525;18;11.35;0_200
17151;1401:215:249:4;15.975;41.475;18;10.9;0_200
17223;1301:475:489:4;15.975;37.875;19;455;200_800
17274;1301:455:239:2;15.975;35.325;19;531.82001;200_800
17275;1301:455:229:4;15.975;35.275;19;533.06;200_800
17276;1301:455:229:2;15.975;35.225;19;533.13;200_800
17277;1301:455:219:4;15.975;35.175;19;601.67999;200_800
17278;1301:455:219:2;15.975;35.125;19;708.59998;200_800
17279;1301:455:209:4;15.975;35.075;19;654.12;200_800
17280;1301:455:209:2;15.975;35.025;19;582.90997;200_800
17327;1401:236:140:3;16.025;43.475;17;16.71;0_200
17328;1401:236:140:1;16.025;43.425;17;113.54;0_200
17329;1401:236:130:3;16.025;43.375;17;120.61;0_200
17330;1401:236:130:1;16.025;43.325;17;117.94;0_200
17331;1401:236:120:3;16.025;43.275;17;116.36;0_200
17332;1401:236:120:1;16.025;43.225;17;118.08;0_200
17333;1401:236:110:3;16.025;43.175;17;112.18;0_200
17334;1401:236:110:1;16.025;43.125;17;107.61;0_200
17335;1401:236:100:3;16.025;43.075;17;96.98;0_200
17336;1401:236:100:1;16.025;43.025;17;89.51;0_200
17338;1401:226:390:1;16.025;42.925;17;105.42;0_200
17339;1401:226:380:3;16.025;42.875;17;112.76;0_200
17340;1401:226:380:1;16.025;42.825;17;151.78;0_200
17341;1401:226:370:3;16.025;42.775;17;165.89999;0_200
17342;1401:226:370:1;16.025;42.725;17;167.28999;0_200
17343;1401:226:360:3;16.025;42.675;17;157.75;0_200
17344;1401:226:360:1;16.025;42.625;17;153.5;0_200
17345;1401:226:350:3;16.025;42.575;17;99.9;0_200
17346;1401:226:350:1;16.025;42.525;17;113.65;0_200
17347;1401:226:140:3;16.025;42.475;17;132.55;0_200
17348;1401:226:140:1;16.025;42.425;17;128.89;0_200
17349;1401:226:130:3;16.025;42.375;17;133.17999;0_200
17350;1401:226:130:1;16.025;42.325;17;123.41;0_200
17351;1401:226:120:3;16.025;42.275;17;130.39999;0_200
17352;1401:226:120:1;16.025;42.225;17;119.85;0_200
17353;1401:226:110:3;16.025;42.175;17;117.05;0_200
17354;1401:226:110:1;16.025;42.125;17;107.6;0_200
17355;1401:226:100:3;16.025;42.075;17;95.85;0_200
17356;1401:226:100:1;16.025;42.025;18;64.35;0_200
17357;1401:216:390:3;16.025;41.975;18;19.55;0_200
17364;1401:216:360:1;16.025;41.625;18;11.3;0_200
17365;1401:216:350:3;16.025;41.575;18;14.2;0_200
17366;1401:216:350:1;16.025;41.525;18;15.05;0_200
17367;1401:216:140:3;16.025;41.475;18;13.45;0_200
17439;1301:476:380:3;16.025;37.875;19;182.8;0_200
17491;1301:456:120:3;16.025;35.275;19;749.83002;200_800
17493;1301:456:110:3;16.025;35.175;19;664;200_800
17496;1301:456:100:1;16.025;35.025;19;677.59998;200_800
17543;1401:236:140:4;16.075;43.475;17;14.59;0_200
17544;1401:236:140:2;16.075;43.425;17;59.59;0_200
17545;1401:236:130:4;16.075;43.375;17;113.55;0_200
17546;1401:236:130:2;16.075;43.325;17;115.21;0_200
17547;1401:236:120:4;16.075;43.275;17;115.1;0_200
17548;1401:236:120:2;16.075;43.225;17;112.61;0_200
17549;1401:236:110:4;16.075;43.175;17;110.51;0_200
17550;1401:236:110:2;16.075;43.125;17;105.97;0_200
17551;1401:236:100:4;16.075;43.075;17;48.6;0_200
17553;1401:226:390:4;16.075;42.975;17;100.56;0_200
17554;1401:226:390:2;16.075;42.925;17;99.05;0_200
17555;1401:226:380:4;16.075;42.875;17;95.54;0_200
17556;1401:226:380:2;16.075;42.825;17;145.19;0_200
17557;1401:226:370:4;16.075;42.775;17;161.42;0_200
17558;1401:226:370:2;16.075;42.725;17;159.53;0_200
17559;1401:226:360:4;16.075;42.675;17;167.86;0_200
17560;1401:226:360:2;16.075;42.625;17;153.89999;0_200
17561;1401:226:350:4;16.075;42.575;17;138.25;0_200
17562;1401:226:350:2;16.075;42.525;17;135.05;0_200
17563;1401:226:140:4;16.075;42.475;17;135.75;0_200
17564;1401:226:140:2;16.075;42.425;17;112.96;0_200
17565;1401:226:130:4;16.075;42.375;17;118.97;0_200
17566;1401:226:130:2;16.075;42.325;17;124.99;0_200
17567;1401:226:120:4;16.075;42.275;17;128.39999;0_200
17568;1401:226:120:2;16.075;42.225;17;125.75;0_200
17569;1401:226:110:4;16.075;42.175;17;119.6;0_200
17570;1401:226:110:2;16.075;42.125;17;110.55;0_200
17571;1401:226:100:4;16.075;42.075;17;98.55;0_200
17572;1401:226:100:2;16.075;42.025;18;66.85;0_200
17573;1401:216:390:4;16.075;41.975;18;21.35;0_200
17579;1401:216:360:4;16.075;41.675;18;10.45;0_200
17580;1401:216:360:2;16.075;41.625;18;13.05;0_200
17581;1401:216:350:4;16.075;41.575;18;14.5;0_200
17582;1401:216:350:2;16.075;41.525;18;15.6;0_200
17583;1401:216:140:4;16.075;41.475;18;14.45;0_200
17584;1401:216:140:2;16.075;41.425;18;9.4;0_200
17654;1301:476:390:2;16.075;37.925;19;20.62;0_200
17655;1301:476:380:4;16.075;37.875;19;127.6;0_200
17760;1401:236:141:1;16.125;43.425;17;1.55;0_200
17761;1401:236:131:3;16.125;43.375;17;110.01;0_200
17762;1401:236:131:1;16.125;43.325;17;110.03;0_200
17763;1401:236:121:3;16.125;43.275;17;110.99;0_200
17764;1401:236:121:1;16.125;43.225;17;104.6;0_200
17765;1401:236:111:3;16.125;43.175;17;103.7;0_200
17766;1401:236:111:1;16.125;43.125;17;95.9;0_200
17769;1401:226:391:3;16.125;42.975;17;151.11;0_200
17770;1401:226:391:1;16.125;42.925;17;117.25;0_200
17771;1401:226:381:3;16.125;42.875;17;122.49;0_200
17772;1401:226:381:1;16.125;42.825;17;149.77;0_200
17773;1401:226:371:3;16.125;42.775;17;154;0_200
17774;1401:226:371:1;16.125;42.725;17;157.66;0_200
17775;1401:226:361:3;16.125;42.675;17;163.66;0_200
17776;1401:226:361:1;16.125;42.625;17;179.64999;0_200
17777;1401:226:351:3;16.125;42.575;17;149.8;0_200
17778;1401:226:351:1;16.125;42.525;17;141.10001;0_200
17779;1401:226:141:3;16.125;42.475;17;155.75;0_200
17780;1401:226:141:1;16.125;42.425;17;112.44;0_200
17781;1401:226:131:3;16.125;42.375;17;105.84;0_200
17782;1401:226:131:1;16.125;42.325;17;129.12;0_200
17783;1401:226:121:3;16.125;42.275;17;127.84;0_200
17784;1401:226:121:1;16.125;42.225;17;129.2;0_200
17785;1401:226:111:3;16.125;42.175;17;123.3;0_200
17786;1401:226:111:1;16.125;42.125;17;112.5;0_200
17787;1401:226:101:3;16.125;42.075;17;102.6;0_200
17788;1401:226:101:1;16.125;42.025;18;65.5;0_200
17789;1401:216:391:3;16.125;41.975;18;23.25;0_200
17790;1401:216:391:1;16.125;41.925;18;7.3;0_200
17794;1401:216:371:1;16.125;41.725;18;9.35;0_200
17795;1401:216:361:3;16.125;41.675;18;12.1;0_200
17796;1401:216:361:1;16.125;41.625;18;14.15;0_200
17797;1401:216:351:3;16.125;41.575;18;15.1;0_200
17798;1401:216:351:1;16.125;41.525;18;16.4;0_200
17799;1401:216:141:3;16.125;41.475;18;16.2;0_200
17800;1401:216:141:1;16.125;41.425;18;12.55;0_200
17869;1301:476:391:3;16.125;37.975;19;18.05;0_200
17870;1301:476:391:1;16.125;37.925;19;100.06;0_200
17871;1301:476:381:3;16.125;37.875;19;488.20001;200_800
17975;1401:236:141:4;16.175;43.475;17;33.56;0_200
17976;1401:236:141:2;16.175;43.425;17;47.2;0_200
17977;1401:236:131:4;16.175;43.375;17;77.55;0_200
17978;1401:236:131:2;16.175;43.325;17;104.75;0_200
17979;1401:236:121:4;16.175;43.275;17;104.06;0_200
17980;1401:236:121:2;16.175;43.225;17;102.69;0_200
17981;1401:236:111:4;16.175;43.175;17;93.68;0_200
17982;1401:236:111:2;16.175;43.125;17;88.65;0_200
17985;1401:226:391:4;16.175;42.975;17;123.11;0_200
17986;1401:226:391:2;16.175;42.925;17;123.35;0_200
17987;1401:226:381:4;16.175;42.875;17;122.42;0_200
17988;1401:226:381:2;16.175;42.825;17;137.28999;0_200
17989;1401:226:371:4;16.175;42.775;17;158.09;0_200
17990;1401:226:371:2;16.175;42.725;17;147.73;0_200
17991;1401:226:361:4;16.175;42.675;17;170.42999;0_200
17992;1401:226:361:2;16.175;42.625;17;181.49001;0_200
17993;1401:226:351:4;16.175;42.575;17;173.63;0_200
17994;1401:226:351:2;16.175;42.525;17;162.11;0_200
17995;1401:226:141:4;16.175;42.475;17;164.03999;0_200
17996;1401:226:141:2;16.175;42.425;17;116.23;0_200
17997;1401:226:131:4;16.175;42.375;17;104.11;0_200
17998;1401:226:131:2;16.175;42.325;17;134.71001;0_200
17999;1401:226:121:4;16.175;42.275;17;132.56;0_200
18000;1401:226:121:2;16.175;42.225;17;130.5;0_200
18001;1401:226:111:4;16.175;42.175;17;124.7;0_200
18002;1401:226:111:2;16.175;42.125;17;116.2;0_200
18003;1401:226:101:4;16.175;42.075;18;106.2;0_200
18004;1401:226:101:2;16.175;42.025;18;56.8;0_200
18005;1401:216:391:4;16.175;41.975;18;33.75;0_200
18006;1401:216:391:2;16.175;41.925;18;17.8;0_200
18010;1401:216:371:2;16.175;41.725;18;12.55;0_200
18011;1401:216:361:4;16.175;41.675;18;13.25;0_200
18012;1401:216:361:2;16.175;41.625;18;14.75;0_200
18013;1401:216:351:4;16.175;41.575;18;16.95;0_200
18014;1401:216:351:2;16.175;41.525;18;18.4;0_200
18015;1401:216:141:4;16.175;41.475;18;19.5;0_200
18016;1401:216:141:2;16.175;41.425;18;17.05;0_200
18017;1401:216:131:4;16.175;41.375;18;8.65;0_200
18082;1301:486:111:2;16.175;38.125;19;130.5;0_200
18083;1301:486:101:4;16.175;38.075;19;35.3;0_200
18084;1301:486:101:2;16.175;38.025;19;90.47;0_200
18085;1301:476:391:4;16.175;37.975;19;113.8;0_200
18086;1301:476:391:2;16.175;37.925;19;382.5;200_800
18192;1401:236:142:1;16.225;43.425;17;31.59;0_200
18193;1401:236:132:3;16.225;43.375;17;31.31;0_200
18194;1401:236:132:1;16.225;43.325;17;94;0_200
18195;1401:236:122:3;16.225;43.275;17;95.01;0_200
18196;1401:236:122:1;16.225;43.225;17;90.33;0_200
18197;1401:236:112:3;16.225;43.175;17;89.93;0_200
18198;1401:236:112:1;16.225;43.125;17;83.05;0_200
18201;1401:226:392:3;16.225;42.975;17;121;0_200
18202;1401:226:392:1;16.225;42.925;17;133.36;0_200
18203;1401:226:382:3;16.225;42.875;17;125.25;0_200
18204;1401:226:382:1;16.225;42.825;17;127.88;0_200
18205;1401:226:372:3;16.225;42.775;17;150.69;0_200
18206;1401:226:372:1;16.225;42.725;17;153.63;0_200
18207;1401:226:362:3;16.225;42.675;17;183.37;0_200
18208;1401:226:362:1;16.225;42.625;17;183.94;0_200
18209;1401:226:352:3;16.225;42.575;17;178;0_200
18210;1401:226:352:1;16.225;42.525;17;175.85001;0_200
18211;1401:226:142:3;16.225;42.475;17;168.24001;0_200
18212;1401:226:142:1;16.225;42.425;17;135.53;0_200
18213;1401:226:132:3;16.225;42.375;17;106.86;0_200
18214;1401:226:132:1;16.225;42.325;17;121.31;0_200
18215;1401:226:122:3;16.225;42.275;17;133.8;0_200
18216;1401:226:122:1;16.225;42.225;17;130.75;0_200
18217;1401:226:112:3;16.225;42.175;17;125.8;0_200
18218;1401:226:112:1;16.225;42.125;17;121.15;0_200
18219;1401:226:102:3;16.225;42.075;18;109.3;0_200
18220;1401:226:102:1;16.225;42.025;18;55;0_200
18221;1401:216:392:3;16.225;41.975;18;47.55;0_200
18222;1401:216:392:1;16.225;41.925;18;24.5;0_200
18223;1401:216:382:3;16.225;41.875;18;17.25;0_200
18224;1401:216:382:1;16.225;41.825;18;14.45;0_200
18225;1401:216:372:3;16.225;41.775;18;14.7;0_200
18226;1401:216:372:1;16.225;41.725;18;15.35;0_200
18227;1401:216:362:3;16.225;41.675;18;16.05;0_200
18228;1401:216:362:1;16.225;41.625;18;17.75;0_200
18229;1401:216:352:3;16.225;41.575;18;19.65;0_200
18230;1401:216:352:1;16.225;41.525;18;21.8;0_200
18231;1401:216:142:3;16.225;41.475;18;21.85;0_200
18232;1401:216:142:1;16.225;41.425;18;20.6;0_200
18233;1401:216:132:3;16.225;41.375;18;12.2;0_200
18297;1301:486:112:3;16.225;38.175;19;31.04;0_200
18298;1301:486:112:1;16.225;38.125;19;539.70001;200_800
18299;1301:486:102:3;16.225;38.075;19;491.79999;200_800
18300;1301:486:102:1;16.225;38.025;19;457.39999;200_800
18301;1301:476:392:3;16.225;37.975;19;554;200_800
18407;1401:236:142:4;16.275;43.475;17;28.75;0_200
18408;1401:236:142:2;16.275;43.425;17;44.41;0_200
18410;1401:236:132:2;16.275;43.325;17;89.95;0_200
18411;1401:236:122:4;16.275;43.275;17;89.32;0_200
18412;1401:236:122:2;16.275;43.225;17;83.67;0_200
18413;1401:236:112:4;16.275;43.175;17;86.77;0_200
18414;1401:236:112:2;16.275;43.125;17;88.01;0_200
18415;1401:236:102:4;16.275;43.075;17;73.59;0_200
18416;1401:236:102:2;16.275;43.025;17;86.18;0_200
18417;1401:226:392:4;16.275;42.975;17;114.69;0_200
18418;1401:226:392:2;16.275;42.925;17;131.69;0_200
