id;c_square;x;y;gsa;depth;strata
1101;1401:142:372:4;12.275;44.775;17;2.15;0_200
1102;1401:142:372:2;12.275;44.725;17;6.85;0_200
1103;1401:142:362:4;12.275;44.675;17;6.95;0_200
1104;1401:142:362:2;12.275;44.625;17;3;0_200
1307;1401:352:123:3;12.325;45.275;17;9.7;0_200
1308;1401:352:123:1;12.325;45.225;17;8.7;0_200
1317;1401:142:373:3;12.325;44.775;17;4.9;0_200
1318;1401:142:373:1;12.325;44.725;17;10.85;0_200
1319;1401:142:363:3;12.325;44.675;17;11.85;0_200
1320;1401:142:363:1;12.325;44.625;17;11.15;0_200
1321;1401:142:353:3;12.325;44.575;17;10.45;0_200
1322;1401:142:353:1;12.325;44.525;17;10.2;0_200
1323;1401:142:143:3;12.325;44.475;17;8.4;0_200
1324;1401:142:143:1;12.325;44.425;17;7.95;0_200
1325;1401:142:133:3;12.325;44.375;17;1.4;0_200
1521;1401:352:133:4;12.375;45.375;17;7.3;0_200
1522;1401:352:133:2;12.375;45.325;17;14.4;0_200
1523;1401:352:123:4;12.375;45.275;17;17.85;0_200
1524;1401:352:123:2;12.375;45.225;17;18.8;0_200
1525;1401:352:113:4;12.375;45.175;17;17.1;0_200
1526;1401:352:113:2;12.375;45.125;17;14.7;0_200
1527;1401:352:103:4;12.375;45.075;17;5.9;0_200
1533;1401:142:373:4;12.375;44.775;17;4.4;0_200
1534;1401:142:373:2;12.375;44.725;17;14.5;0_200
1535;1401:142:363:4;12.375;44.675;17;16.05;0_200
1536;1401:142:363:2;12.375;44.625;17;14.9;0_200
1537;1401:142:353:4;12.375;44.575;17;13.7;0_200
1538;1401:142:353:2;12.375;44.525;17;14.05;0_200
1539;1401:142:143:4;12.375;44.475;17;13.25;0_200
1540;1401:142:143:2;12.375;44.425;17;11.15;0_200
1541;1401:142:133:4;12.375;44.375;17;9.45;0_200
1542;1401:142:133:2;12.375;44.325;17;8.45;0_200
1543;1401:142:123:4;12.375;44.275;17;7;0_200
1737;1401:352:134:3;12.425;45.375;17;13.4;0_200
1738;1401:352:134:1;12.425;45.325;17;18.05;0_200
1739;1401:352:124:3;12.425;45.275;17;20;0_200
1740;1401:352:124:1;12.425;45.225;17;22.05;0_200
1741;1401:352:114:3;12.425;45.175;17;23.5;0_200
1742;1401:352:114:1;12.425;45.125;17;23;0_200
1743;1401:352:104:3;12.425;45.075;17;18.2;0_200
1747;1401:142:384:3;12.425;44.875;17;2.81;0_200
1749;1401:142:374:3;12.425;44.775;17;10.05;0_200
1750;1401:142:374:1;12.425;44.725;17;19.95;0_200
1751;1401:142:364:3;12.425;44.675;17;20.4;0_200
1752;1401:142:364:1;12.425;44.625;17;19.25;0_200
1753;1401:142:354:3;12.425;44.575;17;18.15;0_200
1754;1401:142:354:1;12.425;44.525;17;17.8;0_200
1755;1401:142:144:3;12.425;44.475;17;16.35;0_200
1756;1401:142:144:1;12.425;44.425;17;14.8;0_200
1757;1401:142:134:3;12.425;44.375;17;12.75;0_200
1758;1401:142:134:1;12.425;44.325;17;10.8;0_200
1759;1401:142:124:3;12.425;44.275;17;9.5;0_200
1760;1401:142:124:1;12.425;44.225;17;8.3;0_200
1952;1401:352:144:2;12.475;45.425;17;9.7;0_200
1953;1401:352:134:4;12.475;45.375;17;17.25;0_200
1954;1401:352:134:2;12.475;45.325;17;19;0_200
1955;1401:352:124:4;12.475;45.275;17;21.65;0_200
1956;1401:352:124:2;12.475;45.225;17;23;0_200
1957;1401:352:114:4;12.475;45.175;17;24.55;0_200
1958;1401:352:114:2;12.475;45.125;17;25.25;0_200
1959;1401:352:104:4;12.475;45.075;17;25.3;0_200
1960;1401:352:104:2;12.475;45.025;17;13.4;0_200
1964;1401:142:384:2;12.475;44.825;17;9.1;0_200
1965;1401:142:374:4;12.475;44.775;17;18.65;0_200
1966;1401:142:374:2;12.475;44.725;17;23.8;0_200
1967;1401:142:364:4;12.475;44.675;17;24.15;0_200
1968;1401:142:364:2;12.475;44.625;17;23.65;0_200
1969;1401:142:354:4;12.475;44.575;17;22.9;0_200
1970;1401:142:354:2;12.475;44.525;17;22.6;0_200
1971;1401:142:144:4;12.475;44.475;17;20.3;0_200
1972;1401:142:144:2;12.475;44.425;17;18.9;0_200
1973;1401:142:134:4;12.475;44.375;17;16.35;0_200
1974;1401:142:134:2;12.475;44.325;17;14.15;0_200
1975;1401:142:124:4;12.475;44.275;17;12.1;0_200
1976;1401:142:124:2;12.475;44.225;17;10;0_200
1977;1401:142:114:4;12.475;44.175;17;8.6;0_200
2168;1401:352:245:1;12.525;45.425;17;15.35;0_200
2169;1401:352:235:3;12.525;45.375;17;18.9;0_200
2170;1401:352:235:1;12.525;45.325;17;19;0_200
2171;1401:352:225:3;12.525;45.275;17;23.55;0_200
2172;1401:352:225:1;12.525;45.225;17;25;0_200
2173;1401:352:215:3;12.525;45.175;17;26;0_200
2174;1401:352:215:1;12.525;45.125;17;26;0_200
2175;1401:352:205:3;12.525;45.075;17;27.6;0_200
2176;1401:352:205:1;12.525;45.025;17;25.65;0_200
2178;1401:142:495:1;12.525;44.925;17;6.8;0_200
2179;1401:142:485:3;12.525;44.875;17;13.45;0_200
2180;1401:142:485:1;12.525;44.825;17;18.8;0_200
2181;1401:142:475:3;12.525;44.775;17;23.95;0_200
2182;1401:142:475:1;12.525;44.725;17;26.35;0_200
2183;1401:142:465:3;12.525;44.675;17;27.05;0_200
2184;1401:142:465:1;12.525;44.625;17;26.75;0_200
2185;1401:142:455:3;12.525;44.575;17;26.6;0_200
2186;1401:142:455:1;12.525;44.525;17;26.7;0_200
2187;1401:142:245:3;12.525;44.475;17;24.9;0_200
2188;1401:142:245:1;12.525;44.425;17;23.95;0_200
2189;1401:142:235:3;12.525;44.375;17;20;0_200
2190;1401:142:235:1;12.525;44.325;17;17.6;0_200
2191;1401:142:225:3;12.525;44.275;17;15.25;0_200
2192;1401:142:225:1;12.525;44.225;17;13;0_200
2193;1401:142:215:3;12.525;44.175;17;10.25;0_200
2194;1401:142:215:1;12.525;44.125;17;8.15;0_200
2384;1401:352:245:2;12.575;45.425;17;18.3;0_200
2385;1401:352:235:4;12.575;45.375;17;19.15;0_200
2386;1401:352:235:2;12.575;45.325;17;19.15;0_200
2387;1401:352:225:4;12.575;45.275;17;24.05;0_200
2388;1401:352:225:2;12.575;45.225;17;27;0_200
2389;1401:352:215:4;12.575;45.175;17;25;0_200
2390;1401:352:215:2;12.575;45.125;17;27;0_200
2391;1401:352:205:4;12.575;45.075;17;29;0_200
2392;1401:352:205:2;12.575;45.025;17;29;0_200
2393;1401:142:495:4;12.575;44.975;17;15.4;0_200
2394;1401:142:495:2;12.575;44.925;17;14.1;0_200
2395;1401:142:485:4;12.575;44.875;17;21.55;0_200
2396;1401:142:485:2;12.575;44.825;17;25.5;0_200
2397;1401:142:475:4;12.575;44.775;17;26.85;0_200
2398;1401:142:475:2;12.575;44.725;17;28.3;0_200
2399;1401:142:465:4;12.575;44.675;17;29;0_200
2400;1401:142:465:2;12.575;44.625;17;29.25;0_200
2401;1401:142:455:4;12.575;44.575;17;29.35;0_200
2402;1401:142:455:2;12.575;44.525;17;29.45;0_200
2403;1401:142:245:4;12.575;44.475;17;28.05;0_200
2404;1401:142:245:2;12.575;44.425;17;26.6;0_200
2405;1401:142:235:4;12.575;44.375;17;24.5;0_200
2406;1401:142:235:2;12.575;44.325;17;21.25;0_200
2407;1401:142:225:4;12.575;44.275;17;18.5;0_200
2408;1401:142:225:2;12.575;44.225;17;15.55;0_200
2409;1401:142:215:4;12.575;44.175;17;13.05;0_200
2410;1401:142:215:2;12.575;44.125;17;10.1;0_200
2599;1401:352:246:3;12.625;45.475;17;10.4;0_200
2600;1401:352:246:1;12.625;45.425;17;19.6;0_200
2601;1401:352:236:3;12.625;45.375;17;19.7;0_200
2602;1401:352:236:1;12.625;45.325;17;21.85;0_200
2603;1401:352:226:3;12.625;45.275;17;25;0_200
2604;1401:352:226:1;12.625;45.225;17;26.55;0_200
2605;1401:352:216:3;12.625;45.175;17;26;0_200
2606;1401:352:216:1;12.625;45.125;17;27.7;0_200
2607;1401:352:206:3;12.625;45.075;17;29.7;0_200
2608;1401:352:206:1;12.625;45.025;17;29.95;0_200
2609;1401:142:496:3;12.625;44.975;17;29;0_200
2610;1401:142:496:1;12.625;44.925;17;26.15;0_200
2611;1401:142:486:3;12.625;44.875;17;25.55;0_200
2612;1401:142:486:1;12.625;44.825;17;27.85;0_200
2613;1401:142:476:3;12.625;44.775;17;28.9;0_200
2614;1401:142:476:1;12.625;44.725;17;30.25;0_200
2615;1401:142:466:3;12.625;44.675;17;30.4;0_200
2616;1401:142:466:1;12.625;44.625;17;30.65;0_200
2617;1401:142:456:3;12.625;44.575;17;31;0_200
2618;1401:142:456:1;12.625;44.525;17;31.35;0_200
2619;1401:142:246:3;12.625;44.475;17;30.45;0_200
2620;1401:142:246:1;12.625;44.425;17;29.2;0_200
2621;1401:142:236:3;12.625;44.375;17;27.45;0_200
2622;1401:142:236:1;12.625;44.325;17;24.75;0_200
2623;1401:142:226:3;12.625;44.275;17;21.25;0_200
2624;1401:142:226:1;12.625;44.225;17;17.8;0_200
2625;1401:142:216:3;12.625;44.175;17;14.8;0_200
2626;1401:142:216:1;12.625;44.125;17;12.15;0_200
2627;1401:142:206:3;12.625;44.075;17;9.45;0_200
2815;1401:352:246:4;12.675;45.475;17;14.95;0_200
2816;1401:352:246:2;12.675;45.425;17;21.3;0_200
2817;1401:352:236:4;12.675;45.375;17;20;0_200
2818;1401:352:236:2;12.675;45.325;17;22.4;0_200
2819;1401:352:226:4;12.675;45.275;17;27;0_200
2820;1401:352:226:2;12.675;45.225;17;27.35;0_200
2821;1401:352:216:4;12.675;45.175;17;26;0_200
2822;1401:352:216:2;12.675;45.125;17;29.4;0_200
2823;1401:352:206:4;12.675;45.075;17;29.65;0_200
2824;1401:352:206:2;12.675;45.025;17;30;0_200
2825;1401:142:496:4;12.675;44.975;17;30.3;0_200
2826;1401:142:496:2;12.675;44.925;17;29.55;0_200
2827;1401:142:486:4;12.675;44.875;17;29.85;0_200
2828;1401:142:486:2;12.675;44.825;17;30.45;0_200
2829;1401:142:476:4;12.675;44.775;17;31;0_200
2830;1401:142:476:2;12.675;44.725;17;31.65;0_200
2831;1401:142:466:4;12.675;44.675;17;32.25;0_200
2832;1401:142:466:2;12.675;44.625;17;31.95;0_200
2833;1401:142:456:4;12.675;44.575;17;32.6;0_200
2834;1401:142:456:2;12.675;44.525;17;32.8;0_200
2835;1401:142:246:4;12.675;44.475;17;32.5;0_200
2836;1401:142:246:2;12.675;44.425;17;32.25;0_200
2837;1401:142:236:4;12.675;44.375;17;30.85;0_200
2838;1401:142:236:2;12.675;44.325;17;28.5;0_200
2839;1401:142:226:4;12.675;44.275;17;24.65;0_200
2840;1401:142:226:2;12.675;44.225;17;20.8;0_200
2841;1401:142:216:4;12.675;44.175;17;16.55;0_200
2842;1401:142:216:2;12.675;44.125;17;13.75;0_200
2843;1401:142:206:4;12.675;44.075;17;11.3;0_200
2844;1401:142:206:2;12.675;44.025;17;9.25;0_200
3030;1401:352:457:1;12.725;45.525;17;2.05;0_200
3031;1401:352:247:3;12.725;45.475;17;18;0_200
3032;1401:352:247:1;12.725;45.425;17;23.05;0_200
3033;1401:352:237:3;12.725;45.375;17;22;0_200
3034;1401:352:237:1;12.725;45.325;17;21.9;0_200
3035;1401:352:227:3;12.725;45.275;17;27;0_200
3036;1401:352:227:1;12.725;45.225;17;26.25;0_200
3037;1401:352:217:3;12.725;45.175;17;27;0_200
3038;1401:352:217:1;12.725;45.125;17;30.25;0_200
3039;1401:352:207:3;12.725;45.075;17;30.25;0_200
3040;1401:352:207:1;12.725;45.025;17;29.85;0_200
3041;1401:142:497:3;12.725;44.975;17;31.95;0_200
3042;1401:142:497:1;12.725;44.925;17;32.1;0_200
3043;1401:142:487:3;12.725;44.875;17;32.8;0_200
3044;1401:142:487:1;12.725;44.825;17;32;0_200
3045;1401:142:477:3;12.725;44.775;17;31.9;0_200
3046;1401:142:477:1;12.725;44.725;17;33.5;0_200
3047;1401:142:467:3;12.725;44.675;17;34;0_200
3048;1401:142:467:1;12.725;44.625;17;33.75;0_200
3049;1401:142:457:3;12.725;44.575;17;34.45;0_200
3050;1401:142:457:1;12.725;44.525;17;34.05;0_200
3051;1401:142:247:3;12.725;44.475;17;34.65;0_200
3052;1401:142:247:1;12.725;44.425;17;35.3;0_200
3053;1401:142:237:3;12.725;44.375;17;34.25;0_200
3054;1401:142:237:1;12.725;44.325;17;32.6;0_200
3055;1401:142:227:3;12.725;44.275;17;29.25;0_200
3056;1401:142:227:1;12.725;44.225;17;24.9;0_200
3057;1401:142:217:3;12.725;44.175;17;20;0_200
3058;1401:142:217:1;12.725;44.125;17;15.55;0_200
3059;1401:142:207:3;12.725;44.075;17;13;0_200
3060;1401:142:207:1;12.725;44.025;17;10.75;0_200
3246;1401:352:457:2;12.775;45.525;17;11.45;0_200
3247;1401:352:247:4;12.775;45.475;17;20.2;0_200
3248;1401:352:247:2;12.775;45.425;17;23;0_200
3249;1401:352:237:4;12.775;45.375;17;22.15;0_200
3250;1401:352:237:2;12.775;45.325;17;23.45;0_200
3251;1401:352:227:4;12.775;45.275;17;28;0_200
3252;1401:352:227:2;12.775;45.225;17;26.95;0_200
3253;1401:352:217:4;12.775;45.175;17;28;0_200
3254;1401:352:217:2;12.775;45.125;17;31.65;0_200
3255;1401:352:207:4;12.775;45.075;17;31;0_200
3256;1401:352:207:2;12.775;45.025;17;32;0_200
3257;1401:142:497:4;12.775;44.975;17;32;0_200
3258;1401:142:497:2;12.775;44.925;17;32.8;0_200
3259;1401:142:487:4;12.775;44.875;17;32;0_200
3260;1401:142:487:2;12.775;44.825;17;32.7;0_200
3261;1401:142:477:4;12.775;44.775;17;33;0_200
3262;1401:142:477:2;12.775;44.725;17;34;0_200
3263;1401:142:467:4;12.775;44.675;17;34.25;0_200
3264;1401:142:467:2;12.775;44.625;17;35.3;0_200
3265;1401:142:457:4;12.775;44.575;17;36.6;0_200
3266;1401:142:457:2;12.775;44.525;17;37.4;0_200
3267;1401:142:247:4;12.775;44.475;17;37.9;0_200
3268;1401:142:247:2;12.775;44.425;17;38.25;0_200
3269;1401:142:237:4;12.775;44.375;17;37.65;0_200
3270;1401:142:237:2;12.775;44.325;17;36.65;0_200
3271;1401:142:227:4;12.775;44.275;17;34.3;0_200
3272;1401:142:227:2;12.775;44.225;17;29.65;0_200
3273;1401:142:217:4;12.775;44.175;17;24.4;0_200
3274;1401:142:217:2;12.775;44.125;17;18.35;0_200
3275;1401:142:207:4;12.775;44.075;17;14.85;0_200
3276;1401:142:207:2;12.775;44.025;17;12.15;0_200
3277;1401:132:497:4;12.775;43.975;17;9.4;0_200
3462;1401:352:458:1;12.825;45.525;17;15.85;0_200
3463;1401:352:248:3;12.825;45.475;17;22.35;0_200
3464;1401:352:248:1;12.825;45.425;17;23;0_200
3465;1401:352:238:3;12.825;45.375;17;24.6;0_200
3466;1401:352:238:1;12.825;45.325;17;27;0_200
3467;1401:352:228:3;12.825;45.275;17;30;0_200
3468;1401:352:228:1;12.825;45.225;17;27;0_200
3469;1401:352:218:3;12.825;45.175;17;29;0_200
3470;1401:352:218:1;12.825;45.125;17;30.95;0_200
3471;1401:352:208:3;12.825;45.075;17;32.05;0_200
3472;1401:352:208:1;12.825;45.025;17;32.35;0_200
3473;1401:142:498:3;12.825;44.975;17;32;0_200
3474;1401:142:498:1;12.825;44.925;17;31.75;0_200
3475;1401:142:488:3;12.825;44.875;17;32.95;0_200
3476;1401:142:488:1;12.825;44.825;17;34.05;0_200
3477;1401:142:478:3;12.825;44.775;17;34.25;0_200
3478;1401:142:478:1;12.825;44.725;17;34.9;0_200
3479;1401:142:468:3;12.825;44.675;17;35.15;0_200
3480;1401:142:468:1;12.825;44.625;17;36.45;0_200
3481;1401:142:458:3;12.825;44.575;17;36.3;0_200
3482;1401:142:458:1;12.825;44.525;17;39.75;0_200
3483;1401:142:248:3;12.825;44.475;17;40.05;0_200
3484;1401:142:248:1;12.825;44.425;17;40.3;0_200
3485;1401:142:238:3;12.825;44.375;17;40.25;0_200
3486;1401:142:238:1;12.825;44.325;17;40.6;0_200
3487;1401:142:228:3;12.825;44.275;17;39.35;0_200
3488;1401:142:228:1;12.825;44.225;17;35.8;0_200
3489;1401:142:218:3;12.825;44.175;17;29;0_200
3490;1401:142:218:1;12.825;44.125;17;22.15;0_200
3491;1401:142:208:3;12.825;44.075;17;17.3;0_200
3492;1401:142:208:1;12.825;44.025;17;13.25;0_200
3493;1401:132:498:3;12.825;43.975;17;10.65;0_200
3677;1401:352:458:4;12.875;45.575;17;6.4;0_200
3678;1401:352:458:2;12.875;45.525;17;17.85;0_200
3679;1401:352:248:4;12.875;45.475;17;22.85;0_200
3680;1401:352:248:2;12.875;45.425;17;22;0_200
3681;1401:352:238:4;12.875;45.375;17;27.65;0_200
3682;1401:352:238:2;12.875;45.325;17;29.4;0_200
3683;1401:352:228:4;12.875;45.275;17;30.25;0_200
3684;1401:352:228:2;12.875;45.225;17;28.95;0_200
3685;1401:352:218:4;12.875;45.175;17;29.5;0_200
3686;1401:352:218:2;12.875;45.125;17;31.6;0_200
3687;1401:352:208:4;12.875;45.075;17;32.75;0_200
3688;1401:352:208:2;12.875;45.025;17;32.55;0_200
3689;1401:142:498:4;12.875;44.975;17;32.75;0_200
3690;1401:142:498:2;12.875;44.925;17;33.05;0_200
3691;1401:142:488:4;12.875;44.875;17;34.1;0_200
3692;1401:142:488:2;12.875;44.825;17;34.85;0_200
3693;1401:142:478:4;12.875;44.775;17;35.65;0_200
3694;1401:142:478:2;12.875;44.725;17;36;0_200
3695;1401:142:468:4;12.875;44.675;17;37.45;0_200
3696;1401:142:468:2;12.875;44.625;17;38.4;0_200
3697;1401:142:458:4;12.875;44.575;17;41.7;0_200
3698;1401:142:458:2;12.875;44.525;17;41;0_200
3699;1401:142:248:4;12.875;44.475;17;41;0_200
3700;1401:142:248:2;12.875;44.425;17;41.45;0_200
3701;1401:142:238:4;12.875;44.375;17;41.35;0_200
3702;1401:142:238:2;12.875;44.325;17;42.05;0_200
3703;1401:142:228:4;12.875;44.275;17;42.3;0_200
3704;1401:142:228:2;12.875;44.225;17;41.3;0_200
3705;1401:142:218:4;12.875;44.175;17;35.15;0_200
3706;1401:142:218:2;12.875;44.125;17;27.4;0_200
3707;1401:142:208:4;12.875;44.075;17;20.45;0_200
3708;1401:142:208:2;12.875;44.025;17;14.8;0_200
3709;1401:132:498:4;12.875;43.975;17;12.3;0_200
3893;1401:352:459:3;12.925;45.575;17;12.45;0_200
3894;1401:352:459:1;12.925;45.525;17;18.65;0_200
3895;1401:352:249:3;12.925;45.475;17;22.95;0_200
3896;1401:352:249:1;12.925;45.425;17;24.5;0_200
3897;1401:352:239:3;12.925;45.375;17;28;0_200
3898;1401:352:239:1;12.925;45.325;17;30;0_200
3899;1401:352:229:3;12.925;45.275;17;31;0_200
3900;1401:352:229:1;12.925;45.225;17;30;0_200
3901;1401:352:219:3;12.925;45.175;17;29.5;0_200
3902;1401:352:219:1;12.925;45.125;17;32.2;0_200
3903;1401:352:209:3;12.925;45.075;17;33;0_200
3904;1401:352:209:1;12.925;45.025;17;33;0_200
3905;1401:142:499:3;12.925;44.975;17;33.15;0_200
3906;1401:142:499:1;12.925;44.925;17;34.1;0_200
3907;1401:142:489:3;12.925;44.875;17;34.8;0_200
3908;1401:142:489:1;12.925;44.825;17;35.4;0_200
3909;1401:142:479:3;12.925;44.775;17;36.5;0_200
3910;1401:142:479:1;12.925;44.725;17;37.9;0_200
3911;1401:142:469:3;12.925;44.675;17;38.8;0_200
3912;1401:142:469:1;12.925;44.625;17;40.25;0_200
3913;1401:142:459:3;12.925;44.575;17;41;0_200
3914;1401:142:459:1;12.925;44.525;17;41;0_200
3915;1401:142:249:3;12.925;44.475;17;41;0_200
3916;1401:142:249:1;12.925;44.425;17;41.4;0_200
3917;1401:142:239:3;12.925;44.375;17;40.85;0_200
3918;1401:142:239:1;12.925;44.325;17;42.8;0_200
3919;1401:142:229:3;12.925;44.275;17;44.35;0_200
3920;1401:142:229:1;12.925;44.225;17;44.25;0_200
3921;1401:142:219:3;12.925;44.175;17;41.9;0_200
3922;1401:142:219:1;12.925;44.125;17;33.7;0_200
3923;1401:142:209:3;12.925;44.075;17;24.65;0_200
3924;1401:142:209:1;12.925;44.025;17;17.15;0_200
3925;1401:132:499:3;12.925;43.975;17;13.7;0_200
3926;1401:132:499:1;12.925;43.925;17;10;0_200
4109;1401:352:459:4;12.975;45.575;17;14.75;0_200
4110;1401:352:459:2;12.975;45.525;17;19.6;0_200
4111;1401:352:249:4;12.975;45.475;17;21;0_200
4112;1401:352:249:2;12.975;45.425;17;26.85;0_200
4113;1401:352:239:4;12.975;45.375;17;28.8;0_200
4114;1401:352:239:2;12.975;45.325;17;31;0_200
4115;1401:352:229:4;12.975;45.275;17;32;0_200
4116;1401:352:229:2;12.975;45.225;17;31.4;0_200
4117;1401:352:219:4;12.975;45.175;17;31.8;0_200
4118;1401:352:219:2;12.975;45.125;17;32.95;0_200
4119;1401:352:209:4;12.975;45.075;17;33.8;0_200
4120;1401:352:209:2;12.975;45.025;17;34;0_200
4121;1401:142:499:4;12.975;44.975;17;34.45;0_200
4122;1401:142:499:2;12.975;44.925;17;34.65;0_200
4123;1401:142:489:4;12.975;44.875;17;35.45;0_200
4124;1401:142:489:2;12.975;44.825;17;36;0_200
4125;1401:142:479:4;12.975;44.775;17;37.65;0_200
4126;1401:142:479:2;12.975;44.725;17;39.5;0_200
4127;1401:142:469:4;12.975;44.675;17;39.25;0_200
4128;1401:142:469:2;12.975;44.625;17;40;0_200
4129;1401:142:459:4;12.975;44.575;17;40.9;0_200
4130;1401:142:459:2;12.975;44.525;17;41;0_200
4131;1401:142:249:4;12.975;44.475;17;41;0_200
4132;1401:142:249:2;12.975;44.425;17;41.35;0_200
4133;1401:142:239:4;12.975;44.375;17;42.1;0_200
4134;1401:142:239:2;12.975;44.325;17;44.25;0_200
4135;1401:142:229:4;12.975;44.275;17;46.8;0_200
4136;1401:142:229:2;12.975;44.225;17;47.3;0_200
4137;1401:142:219:4;12.975;44.175;17;46.15;0_200
4138;1401:142:219:2;12.975;44.125;17;40.65;0_200
4139;1401:142:209:4;12.975;44.075;17;30.7;0_200
4140;1401:142:209:2;12.975;44.025;17;20.6;0_200
4141;1401:132:499:4;12.975;43.975;17;14.95;0_200
4142;1401:132:499:2;12.975;43.925;17;12.6;0_200
4324;1401:353:360:1;13.025;45.625;17;2.65;0_200
4325;1401:353:350:3;13.025;45.575;17;16.45;0_200
4326;1401:353:350:1;13.025;45.525;17;19;0_200
4327;1401:353:140:3;13.025;45.475;17;21;0_200
4328;1401:353:140:1;13.025;45.425;17;27.1;0_200
4329;1401:353:130:3;13.025;45.375;17;28.95;0_200
4330;1401:353:130:1;13.025;45.325;17;31.9;0_200
4331;1401:353:120:3;13.025;45.275;17;31.7;0_200
4332;1401:353:120:1;13.025;45.225;17;32.4;0_200
4333;1401:353:110:3;13.025;45.175;17;33;0_200
4334;1401:353:110:1;13.025;45.125;17;33.95;0_200
4335;1401:353:100:3;13.025;45.075;17;34.5;0_200
4336;1401:353:100:1;13.025;45.025;17;35;0_200
4337;1401:143:390:3;13.025;44.975;17;35.2;0_200
4338;1401:143:390:1;13.025;44.925;17;35;0_200
4339;1401:143:380:3;13.025;44.875;17;36.65;0_200
4340;1401:143:380:1;13.025;44.825;17;37.3;0_200
4341;1401:143:370:3;13.025;44.775;17;39;0_200
4342;1401:143:370:1;13.025;44.725;17;40;0_200
4343;1401:143:360:3;13.025;44.675;17;40.1;0_200
4344;1401:143:360:1;13.025;44.625;17;40;0_200
4345;1401:143:350:3;13.025;44.575;17;40.25;0_200
4346;1401:143:350:1;13.025;44.525;17;41;0_200
4347;1401:143:140:3;13.025;44.475;17;39.9;0_200
4348;1401:143:140:1;13.025;44.425;17;41.35;0_200
4349;1401:143:130:3;13.025;44.375;17;44.75;0_200
4350;1401:143:130:1;13.025;44.325;17;46.7;0_200
4351;1401:143:120:3;13.025;44.275;17;48.65;0_200
4352;1401:143:120:1;13.025;44.225;17;49.7;0_200
4353;1401:143:110:3;13.025;44.175;17;50.05;0_200
4354;1401:143:110:1;13.025;44.125;17;45.9;0_200
4355;1401:143:100:3;13.025;44.075;17;37.75;0_200
4356;1401:143:100:1;13.025;44.025;17;26.05;0_200
4357;1401:133:390:3;13.025;43.975;17;16.95;0_200
4358;1401:133:390:1;13.025;43.925;17;14.5;0_200
4359;1401:133:380:3;13.025;43.875;17;11.05;0_200
4540;1401:353:360:2;13.075;45.625;17;4.1;0_200
4541;1401:353:350:4;13.075;45.575;17;18;0_200
4542;1401:353:350:2;13.075;45.525;17;19.65;0_200
4543;1401:353:140:4;13.075;45.475;17;23.95;0_200
4544;1401:353:140:2;13.075;45.425;17;26.3;0_200
4545;1401:353:130:4;13.075;45.375;17;29.1;0_200
4546;1401:353:130:2;13.075;45.325;17;31;0_200
4547;1401:353:120:4;13.075;45.275;17;32.1;0_200
4548;1401:353:120:2;13.075;45.225;17;33.3;0_200
4549;1401:353:110:4;13.075;45.175;17;33.75;0_200
4550;1401:353:110:2;13.075;45.125;17;34.4;0_200
4551;1401:353:100:4;13.075;45.075;17;36.05;0_200
4552;1401:353:100:2;13.075;45.025;17;35.55;0_200
4553;1401:143:390:4;13.075;44.975;17;36;0_200
4554;1401:143:390:2;13.075;44.925;17;36;0_200
4555;1401:143:380:4;13.075;44.875;17;37;0_200
4556;1401:143:380:2;13.075;44.825;17;38;0_200
4557;1401:143:370:4;13.075;44.775;17;39.35;0_200
4558;1401:143:370:2;13.075;44.725;17;40;0_200
4559;1401:143:360:4;13.075;44.675;17;41;0_200
4560;1401:143:360:2;13.075;44.625;17;41;0_200
4561;1401:143:350:4;13.075;44.575;17;41;0_200
4562;1401:143:350:2;13.075;44.525;17;40.15;0_200
4563;1401:143:140:4;13.075;44.475;17;42;0_200
4564;1401:143:140:2;13.075;44.425;17;44.1;0_200
4565;1401:143:130:4;13.075;44.375;17;46.7;0_200
4566;1401:143:130:2;13.075;44.325;17;48.45;0_200
4567;1401:143:120:4;13.075;44.275;17;50.1;0_200
4568;1401:143:120:2;13.075;44.225;17;51.05;0_200
4569;1401:143:110:4;13.075;44.175;17;51.8;0_200
4570;1401:143:110:2;13.075;44.125;17;50.4;0_200
4571;1401:143:100:4;13.075;44.075;17;44.85;0_200
4572;1401:143:100:2;13.075;44.025;17;33.65;0_200
4573;1401:133:390:4;13.075;43.975;17;21.35;0_200
4574;1401:133:390:2;13.075;43.925;17;17.05;0_200
4575;1401:133:380:4;13.075;43.875;17;13.8;0_200
4576;1401:133:380:2;13.075;43.825;17;6.95;0_200
4754;1401:353:371:1;13.125;45.725;17;1.05;0_200
4756;1401:353:361:1;13.125;45.625;17;9.05;0_200
4757;1401:353:351:3;13.125;45.575;17;17.05;0_200
4758;1401:353:351:1;13.125;45.525;17;19.75;0_200
4759;1401:353:141:3;13.125;45.475;17;25;0_200
4760;1401:353:141:1;13.125;45.425;17;22.6;0_200
4761;1401:353:131:3;13.125;45.375;17;28.85;0_200
4762;1401:353:131:1;13.125;45.325;17;31;0_200
4763;1401:353:121:3;13.125;45.275;17;32.45;0_200
4764;1401:353:121:1;13.125;45.225;17;34.25;0_200
4765;1401:353:111:3;13.125;45.175;17;34.65;0_200
4766;1401:353:111:1;13.125;45.125;17;35.1;0_200
4767;1401:353:101:3;13.125;45.075;17;36.07;0_200
4768;1401:353:101:1;13.125;45.025;17;36;0_200
4769;1401:143:391:3;13.125;44.975;17;36.32;0_200
