id;c_square;x;y;gsa;depth;strata;year;pred
19527;1401:216:245:3;16.525;41.475;18;73.9;0_200;2017;366.1949193
19528;1401:216:245:1;16.525;41.425;18;69.2;0_200;2017;370.3598295
19529;1401:216:235:3;16.525;41.375;18;60.9;0_200;2017;359.3814228
19530;1401:216:235:1;16.525;41.325;18;47.2;0_200;2017;333.2596991
19531;1401:216:225:3;16.525;41.275;18;29.65;0_200;2017;320.1988373
19730;1401:226:215:2;16.575;42.125;18;153.39999;0_200;2017;1397.114351
19731;1401:226:205:4;16.575;42.075;18;142.39999;0_200;2017;1428.234656
19732;1401:226:205:2;16.575;42.025;18;136.35001;0_200;2017;1490.475267
19733;1401:216:495:4;16.575;41.975;18;124.55;0_200;2017;1497.98261
19734;1401:216:495:2;16.575;41.925;18;114.4;0_200;2017;1450.756685
19735;1401:216:485:4;16.575;41.875;18;106.75;0_200;2017;1349.594458
19736;1401:216:485:2;16.575;41.825;18;100.15;0_200;2017;1194.495927
19737;1401:216:475:4;16.575;41.775;18;95.6;0_200;2017;1025.565472
19738;1401:216:475:2;16.575;41.725;18;93.5;0_200;2017;842.8030943
19739;1401:216:465:4;16.575;41.675;18;91.9;0_200;2017;687.4156073
19740;1401:216:465:2;16.575;41.625;18;89.3;0_200;2017;559.4030113
19741;1401:216:455:4;16.575;41.575;18;87.55;0_200;2017;466.5994833
19742;1401:216:455:2;16.575;41.525;18;84.75;0_200;2017;409.0050231
19743;1401:216:245:4;16.575;41.475;18;82.85;0_200;2017;378.310368
19744;1401:216:245:2;16.575;41.425;18;78.6;0_200;2017;374.5155181
19745;1401:216:235:4;16.575;41.375;18;72.25;0_200;2017;381.8357248
19746;1401:216:235:2;16.575;41.325;18;61.25;0_200;2017;400.270988
19747;1401:216:225:4;16.575;41.275;18;42;0_200;2017;409.4886196
19748;1401:216:225:2;16.575;41.225;18;17.4;0_200;2017;409.4886196
19946;1401:226:216:1;16.625;42.125;18;172.8;0_200;2017;1720.223029
19947;1401:226:206:3;16.625;42.075;18;160.8;0_200;2017;1742.675063
19948;1401:226:206:1;16.625;42.025;18;144.60001;0_200;2017;1787.579131
19949;1401:216:496:3;16.625;41.975;18;137.14999;0_200;2017;1773.357434
19950;1401:216:496:1;16.625;41.925;18;125.05;0_200;2017;1700.00997
19951;1401:216:486:3;16.625;41.875;18;117.05;0_200;2017;1564.451366
19952;1401:216:486:1;16.625;41.825;18;107.1;0_200;2017;1366.68162
19953;1401:216:476:3;16.625;41.775;18;99.85;0_200;2017;1159.994044
19954;1401:216:476:1;16.625;41.725;18;97.6;0_200;2017;944.3886361
19955;1401:216:466:3;16.625;41.675;18;97.8;0_200;2017;760.5184261
19956;1401:216:466:1;16.625;41.625;18;95.45;0_200;2017;608.3834135
19957;1401:216:456:3;16.625;41.575;18;94.05;0_200;2017;498.7215259
19958;1401:216:456:1;16.625;41.525;18;92.5;0_200;2017;431.5327631
19959;1401:216:246:3;16.625;41.475;18;90.25;0_200;2017;395.3748571
19960;1401:216:246:1;16.625;41.425;18;87.85;0_200;2017;390.2478079
19961;1401:216:236:3;16.625;41.375;18;82.2;0_200;2017;403.492798
19962;1401:216:236:1;16.625;41.325;18;73.15;0_200;2017;435.1098272
19963;1401:216:226:3;16.625;41.275;18;55.05;0_200;2017;426.3898261
19964;1401:216:226:1;16.625;41.225;18;30.15;0_200;2017;377.3327947
20162;1401:226:216:2;16.675;42.125;18;190.35001;0_200;2017;2077.743526
20163;1401:226:206:4;16.675;42.075;18;193.8;0_200;2017;2087.848858
20164;1401:226:206:2;16.675;42.025;18;167.95;0_200;2017;2108.059523
20165;1401:216:496:4;16.675;41.975;18;148.35001;0_200;2017;2069.23006
20166;1401:216:496:2;16.675;41.925;18;140.35001;0_200;2017;1971.360469
20167;1401:216:486:4;16.675;41.875;18;133.2;0_200;2017;1797.702024
20168;1401:216:486:2;16.675;41.825;18;115.8;0_200;2017;1548.254724
20169;1401:216:476:4;16.675;41.775;18;109.9;0_200;2017;1298.014907
20170;1401:216:476:2;16.675;41.725;18;107.1;0_200;2017;1046.982572
20171;1401:216:466:4;16.675;41.675;18;105.6;0_200;2017;832.8470924
20172;1401:216:466:2;16.675;41.625;18;102.1;0_200;2017;655.6084684
20173;1401:216:456:4;16.675;41.575;18;101;0_200;2017;529.5679322
20174;1401:216:456:2;16.675;41.525;18;99.2;0_200;2017;454.7254836
20175;1401:216:246:4;16.675;41.475;18;97.15;0_200;2017;417.3884738
20176;1401:216:246:2;16.675;41.425;18;94.25;0_200;2017;417.5569028
20177;1401:216:236:4;16.675;41.375;18;90.6;0_200;2017;424.3526285
20178;1401:216:236:2;16.675;41.325;18;83.75;0_200;2017;437.7756507
20179;1401:216:226:4;16.675;41.275;18;67.4;0_200;2017;370.9011829
20180;1401:216:226:2;16.675;41.225;18;45.15;0_200;2017;223.7292251
20378;1401:226:217:1;16.725;42.125;18;196.10001;0_200;2017;2155.003953
20379;1401:226:207:3;16.725;42.075;18;220;200_800;2017;2156.207047
20380;1401:226:207:1;16.725;42.025;18;208.05;200_800;2017;2158.613235
